HQ=0.005 L	504	0.6143	0.6994	0.1260	0.5064	4	0.352	0.3780	6156	0.6251	134569
HQ=0.005 L	503	0.6025	0.5574	0.1314	0.5242	8	0.285	0.3725	5761	0.6147	108236
HQ=0.005 L	502	0.6799	0.7759	0.0930	0.4742	6	0.369	0.4233	7588	0.6938	139952
HQ=0.005 L	501	0.5196	0.6747	0.1653	0.4705	4	0.339	0.3452	6042	0.5277	129474
HQ=0.005 L	505	0.5288	0.5777	0.1652	0.5548	8	0.324	0.3039	5377	0.5386	124069
HQ=0.005 L	507	0.6442	0.7744	0.1057	0.4691	4	0.375	0.4159	6557	0.6546	143283
HQ=0.005 L	506	0.6764	0.8489	0.0972	0.5353	5	0.363	0.3918	6232	0.6891	139014
HQ=0.005 L	508	0.6987	0.6294	0.0849	0.5666	4	0.499	0.3913	5734	0.7078	193995
HQ=0.005 L	509	0.7156	0.8872	0.0789	0.5023	4	0.417	0.4898	8005	0.7270	158810
HQ=0.005 L	510	0.7362	0.9298	0.0714	0.4720	4	0.417	0.5142	8869	0.7487	157695
HQ=0.005 L	512	0.7083	0.9035	0.0816	0.4393	8	0.400	0.4863	8095	0.7201	151930
HQ=0.005 L	511	0.7357	0.7885	0.0711	0.5267	7	0.449	0.4595	7796	0.7482	171570
HQ=0.005 1	501	0.6946	0.2991	0.9861	0.5211	8	0.426	NaN	0	0.6946	170434
HQ=0.005 1	504	0.5968	0.5509	0.9933	0.5600	4	0.221	0.0000	3	0.5968	88458
HQ=0.005 1	503	0.5465	0.4484	0.9906	0.5315	5	0.236	NaN	0	0.5465	94330
HQ=0.005 1	502	0.7012	0.6047	0.9916	0.5518	4	0.294	NaN	0	0.7012	117442
HQ=0.005 1	505	0.6647	0.6588	0.9922	0.5274	5	0.285	NaN	0	0.6648	114169
HQ=0.005 1	507	0.5781	0.5452	0.9916	0.4306	6	0.261	NaN	0	0.5780	104177
HQ=0.005 1	506	0.6912	0.7092	0.9921	0.4876	5	0.294	NaN	0	0.6912	117702
HQ=0.005 1	508	0.4822	0.3371	0.9896	0.5045	4	0.272	NaN	0	0.4822	108589
HQ=0.005 1	509	0.7139	0.3244	0.9883	0.5189	8	0.394	NaN	0	0.7139	157750
HQ=0.005 1	510	0.6799	0.7668	0.9918	0.4963	5	0.282	NaN	0	0.6799	112794
HQ=0.005 1	512	0.6449	0.6010	0.9899	0.4999	4	0.280	0.0000	1	0.6448	111878
