ЮЛСНП	6701	0.9214	11634	1.0000	1454	119	8	1.000	1.000	3735
нуль	6701	0.5008	11613	0.5267	1498	114	6	0.000	0.000	778
ЮЛСНП	6702	0.9335	11842	1.0000	1481	120	8	1.000	1.000	2679
нуль	6702	0.5030	10757	0.5334	1451	112	8	0.000	0.250	456
ЮЛСНП	6703	0.9361	11934	1.0000	1493	120	8	1.000	1.000	1571
нуль	6703	0.5003	10358	0.5384	1499	115	7	0.000	0.143	222
ЮЛСНП	6704	0.9189	11775	1.0000	1472	120	8	1.000	1.000	2213
нуль	6704	0.5031	10984	0.5529	1483	113	8	0.000	0.000	728
ЮЛСНП	6705	0.9500	11409	1.0000	1425	120	8	1.000	1.000	1793
нуль	6705	0.4878	10968	0.5314	1560	118	8	0.000	0.125	841
ЮЛСНП	6706	0.9729	11866	1.0000	1484	120	8	1.000	1.000	5939
нуль	6706	0.5000	10461	0.5352	1465	113	8	0.000	0.750	575
нуль	6707	0.5027	11060	0.5295	1509	113	8	0.000	0.250	743
ЮЛСНП	6707	0.9350	12249	1.0000	1532	120	8	1.000	1.000	3363
ЮЛСНП	6708	0.9575	12299	1.0000	1537	117	8	1.000	1.000	3696
нуль	6708	0.5007	10880	0.5443	1501	114	6	0.000	0.833	554
нуль	6709	0.4990	10716	0.5349	1477	109	5	0.000	0.000	617
ЮЛСНП	6709	0.9293	12128	1.0000	1518	120	8	1.000	1.000	1461
нуль	6710	0.4962	10294	0.5576	1458	110	6	0.000	0.000	658
ЮЛСНП	6710	0.9505	12064	1.0000	1508	120	8	1.000	1.000	3873
ЮЛСНП	6711	0.9353	12075	1.0000	1510	117	8	1.000	1.000	2415
нуль	6711	0.5001	11691	0.5458	1519	120	8	0.000	0.375	706
ЮЛСНП	6712	0.9297	12376	1.0000	1547	120	8	1.000	1.000	4314
нуль	6712	0.5010	10411	0.5417	1464	112	6	0.000	0.500	880
