порядок	8201	0.9062	11168	1.0000	1397	120	8	1.000	1.000	1914
нуль	8201	0.4954	9214	0.5483	1366	113	6	0.000	0.000	231
порядок	8202	0.9332	11620	1.0000	1453	120	8	0.875	1.000	1927
нуль	8202	0.4935	9882	0.5561	1381	113	5	0.000	0.000	674
порядок	8203	0.9058	10961	1.0000	1370	120	8	1.000	1.000	3585
нуль	8203	0.4972	9525	0.5464	1380	113	8	0.000	0.000	472
порядок	8204	0.9526	10781	1.0000	1348	119	8	1.000	1.000	1737
нуль	8204	0.4969	9711	0.5254	1359	116	5	0.000	0.000	338
порядок	8205	0.9013	11049	1.0000	1381	120	8	1.000	1.000	2891
нуль	8205	0.5019	9592	0.5548	1377	113	7	0.000	0.000	612
порядок	8206	0.8892	11121	1.0000	1392	120	8	0.500	1.000	1966
нуль	8206	0.4966	11097	0.5449	1435	118	8	0.125	0.625	870
порядок	8207	0.8956	10884	1.0000	1361	120	8	1.000	1.000	3162
нуль	8207	0.4954	10181	0.5417	1427	113	6	0.000	0.667	602
порядок	8208	0.9076	11267	1.0000	1409	120	8	1.000	1.000	1415
нуль	8208	0.4999	11140	0.5282	1399	115	7	0.000	0.000	218
порядок	8209	0.9504	11140	1.0000	1393	120	8	1.000	1.000	4216
нуль	8209	0.5000	10023	0.5540	1388	118	6	0.000	0.833	543
порядок	8210	0.9333	11010	0.9993	1377	120	8	0.750	1.000	3042
нуль	8210	0.5047	10015	0.5268	1397	113	8	0.000	0.375	1074
порядок	8211	0.8918	10967	1.0000	1373	120	8	0.750	1.000	1045
нуль	8211	0.4915	10431	0.5484	1373	111	8	0.000	0.125	405
порядок	8212	0.8698	10624	1.0000	1330	120	8	0.875	1.000	2243
нуль	8212	0.4970	9734	0.5447	1366	120	8	0.250	0.250	572
