Xm	7803	0.5081	0.5027	0.0054	0.0687	0.0368
Xm	7802	0.6885	0.5343	0.1542	0.0910	0.0361
Xm	7804	0.4986	0.5024	-0.0038	0.0739	0.0386
Xm	7801	0.7218	0.5755	0.1464	0.1045	0.0362
Xm	7806	0.6553	0.5400	0.1153	0.0740	0.0369
Xm	7805	0.6840	0.6274	0.0566	0.0672	0.0351
Xm	7807	0.6763	0.6734	0.0029	0.1047	0.0365
Xm	7808	0.6539	0.4306	0.2233	0.0571	0.0381
Xm	7809	0.5150	0.4763	0.0387	0.0861	0.0400
Xm	7810	0.6644	0.5928	0.0717	0.0986	0.0374
Xm	7812	0.6081	0.4825	0.1256	0.1076	0.0355
Xm	7811	0.6129	0.4993	0.1136	0.1064	0.0358
Ym	7801	0.8635	0.1841	0.6794	0.2424	0.0143
Ym	7804	0.7181	0.1898	0.5283	0.2327	0.0122
Ym	7802	1.0086	0.1480	0.8606	0.2508	0.0154
Ym	7803	0.9427	0.1852	0.7575	0.2230	0.0129
Ym	7805	0.7796	0.2088	0.5709	0.2499	0.0124
Ym	7807	0.8768	0.2098	0.6670	0.2478	0.0135
Ym	7806	0.8086	0.2028	0.6057	0.2567	0.0136
Ym	7808	0.8195	0.1908	0.6287	0.2574	0.0184
Ym	7809	0.9260	0.1375	0.7886	0.2651	0.0144
Ym	7810	0.8758	0.1377	0.7380	0.2558	0.0138
Ym	7811	0.7788	0.1779	0.6009	0.2368	0.0130
Ym	7812	0.9704	0.2109	0.7594	0.2290	0.0136
X0	7801	0.7218	0.5755	0.1464	0.1045	0.0362
X0	7802	0.6885	0.5343	0.1542	0.0910	0.0361
X0	7803	0.5081	0.5027	0.0054	0.0687	0.0368
X0	7804	0.4986	0.5024	-0.0038	0.0739	0.0386
X0	7805	0.6840	0.6274	0.0566	0.0672	0.0351
X0	7806	0.6553	0.5400	0.1153	0.0740	0.0369
X0	7807	0.6763	0.6734	0.0029	0.1047	0.0365
X0	7808	0.6539	0.4306	0.2233	0.0571	0.0381
X0	7809	0.5150	0.4763	0.0387	0.0861	0.0400
X0	7810	0.6644	0.5928	0.0717	0.0986	0.0374
X0	7812	0.6081	0.4825	0.1256	0.1076	0.0355
X0	7811	0.6129	0.4993	0.1136	0.1064	0.0358
