L0	8201	0.4298	0.5308	-0.1009	0.0373	0.0968
L1	8201	0.6388	0.5984	0.0405	0.0591	0.0355
N1	8201	0.6627	0.6506	0.0122	0.0359	0.0356
N0	8201	0.6627	0.6506	0.0122	0.0359	0.0356
L1	8202	0.6684	0.5550	0.1134	0.0673	0.0355
L0	8202	0.5735	0.5860	-0.0125	0.0362	0.1254
N1	8202	0.5549	0.5777	-0.0228	0.0379	0.0372
N0	8202	0.5549	0.5777	-0.0228	0.0379	0.0372
L1	8203	0.5486	0.5535	-0.0049	0.1367	0.0364
L0	8203	0.4732	0.4924	-0.0192	0.0386	0.0757
N1	8203	0.5657	0.6539	-0.0882	0.0360	0.0354
N0	8203	0.5657	0.6539	-0.0882	0.0360	0.0354
L1	8204	0.7338	0.5516	0.1821	0.1272	0.0363
L0	8204	0.5857	0.6316	-0.0458	0.0361	0.0534
N1	8204	0.6837	0.6113	0.0724	0.0355	0.0361
N0	8204	0.6837	0.6113	0.0724	0.0355	0.0361
L1	8205	0.5685	0.5276	0.0409	0.0713	0.0369
L0	8205	0.5689	0.6060	-0.0371	0.0369	0.1268
N1	8205	0.5274	0.5671	-0.0397	0.0354	0.0354
N0	8205	0.5274	0.5671	-0.0397	0.0354	0.0354
