5404	966	740	50	96	80	0	192	1	0.039	0.938	50.5	4	0.053	0.939	0.053	341
5401	1063	805	47	94	116	1	234	2	0.034	0.956	46	4	0.113	1.057	0.107	168
5403	601	452	53	41	55	0	137	1	0.014	0.971	73	6	0.057	0.986	0.059	398
5402	1435	1209	42	107	75	2	178	1	0.022	0.974	52.5	4	0.043	0.825	0.043	190
5405	995	785	51	73	86	0	187	1	0.021	0.988	58	4	0.054	0.850	0.053	159
5406	1105	858	50	116	81	0	203	1	0.029	0.965	71.5	6.5	0.092	0.959	0.082	242
