зародыш	2301	92	0.9539	0.3768	1.2625	0.9756	0.0000	2.894,2.846,3.024,2.535	0.4725	0.9474	0.3719	0.9628	1.0645
нульА	2301	0.2166	94
зародыш	2302	84	0.9914	0.3919	0.0000	0.7317	0.0000	3.044,2.947,2.980,2.928	0.4568	1.0350	0.9405	0.9750	1.2516
нульА	2302	0.1962	85
нульА	2303	0.1878	92
зародыш	2303	85	0.9959	0.3934	0.2059	0.3659	0.0000	2.893,2.840,2.719,2.712	0.3872	0.8371	1.2208	0.9729	1.0274
нульА	2304	0.2092	92
зародыш	2304	94	0.9653	0.3593	3.0381	1.0000	0.0000	2.933,2.795,2.835,2.511	0.4883	0.8771	0.8961	0.9905	1.1806
нульА	2305	0.1966	92
зародыш	2305	93	0.9967	0.3940	2.1661	1.0000	0.0000	2.891,2.650,2.900,2.668	0.5148	0.4701	-0.0828	0.9276	0.9822
нульА	2306	0.2195	92
зародыш	2306	90	0.9988	0.3946	1.6063	1.0000	0.0000	2.848,2.865,3.039,2.941	0.5089	0.9261	1.5337	0.9736	1.0934
нульА	2307	0.2118	93
зародыш	2307	90	0.9965	0.3936	2.0344	0.9756	0.0000	2.765,2.819,2.940,2.771	0.4474	0.6708	1.1120	0.9713	0.8584
нульА	2308	0.1945	83
зародыш	2308	88	0.9974	0.3619	2.1804	1.0000	0.0000	2.857,2.928,2.988,2.844	0.3443	0.9982	0.7874	0.9977	0.6993
нульА	2309	0.2109	88
зародыш	2309	82	0.9956	0.3932	0.0830	0.1220	0.0000	2.914,2.895,2.844,2.998	0.3122	0.6292	0.9178	0.9674	0.9265
нульА	2310	0.2269	94
зародыш	2310	85	0.9891	0.3921	0.0000	0.1463	0.0000	2.839,2.818,2.950,2.893	0.3215	1.0263	0.5632	0.9921	0.8429
нульА	2311	0.1987	90
зародыш	2311	91	0.9677	0.3863	2.4020	1.0000	0.0000	2.945,2.534,2.997,2.166	0.4861	0.8073	0.6088	0.9809	0.8932
нульА	2312	0.2050	90
зародыш	2312	91	0.9970	0.3656	2.6676	0.2683	0.0000	2.833,2.872,2.788,2.769	0.3618	0.9047	0.6071	0.9681	1.0913
