6802	0	8	1.00	8/8	0.25	1.00	0.50	0.38	0.63	178	0.43	7
6801	1	8	1.00	8/8	0.88	1.00	0.63	0.25	0.38	56	0.33	6
6801	0	8	1.00	8/8	1.00	1.00	0.38	0.13	0.75	43	0.57	23
6802	1	8	1.00	8/8	0.38	1.00	1.00	0.25	0.13	42	1.00	1
6803	1	8	1.00	8/8	0.25	1.00	0.75	0.50	0.75	89	0.43	7
6804	0	8	1.00	8/8	0.38	1.00	1.00	0.25	0.13	24	1.00	2
6803	0	8	1.00	8/8	0.88	0.38	1.00	0.50	0.75	257	0.19	16
6804	1	8	1.00	8/8	0.63	0.88	0.29	0.50	0.75	37	0.71	14
6805	0	8	1.00	8/8	1.00	0.50	1.00	0.50	0.38	83	1.00	5
6806	0	8	1.00	8/8	1.00	0.13	1.00	0.25	0.25	141	0.67	3
6805	1	8	1.00	8/8	0.50	1.00	1.00	0.25	0.63	140	0.60	5
6806	1	8	1.00	8/8	0.75	1.00	0.63	0.50	0.63	171	1.00	8
6807	1	8	1.00	8/8	0.00	1.00	1.00	0.63	0.38	56	1.00	3
6807	0	8	1.00	8/8	1.00	0.75	0.00	0.50	0.25	103	0.33	6
6808	0	8	1.00	8/8	0.50	1.00	0.63	0.38	0.38	153	1.00	3
6808	1	8	1.00	8/8	0.38	0.75	0.83	0.25	0.50	206	0.25	4
6810	0	8	1.00	8/8	1.00	0.63	0.00	0.50	0.13	15	1.00	1
6809	0	8	1.00	8/8	0.25	1.00	0.75	0.25	0.00	NaN	NaN	0
6809	1	8	1.00	8/8	0.13	1.00	0.88	0.25	0.50	146	0.67	6
6810	1	8	1.00	8/8	0.50	1.00	1.00	0.38	0.00	NaN	0.00	1
6811	0	8	1.00	8/8	0.00	1.00	1.00	0.38	0.13	58	1.00	2
6811	1	8	1.00	8/8	0.63	0.88	0.57	0.88	0.38	215	0.33	3
6812	0	8	1.00	8/8	0.50	1.00	0.88	0.38	0.25	97	0.75	4
6812	1	8	1.00	8/8	0.75	1.00	0.38	0.25	0.25	201	1.00	2
