A0	7401	0	0	0	0.02231
B0	7401	1	0	0	0.32138
A	7401	0	2000	0	0.52638
B	7401	1	2000	0	0.30826
A	7401	0	2000	1	0.55113
A0	7401	0	0	1	0.42385
Bn	7401	0	2000	0	0.59703
B	7401	1	2000	1	0.32290
B0	7401	1	0	1	0.01909
B	7402	1	2000	0	0.55310
Bn	7401	0	2000	1	0.59178
A	7402	0	2000	0	0.26818
Bn	7402	0	2000	0	0.36621
B0	7402	1	0	0	0.69302
A0	7402	0	0	0	0.02124
A	7402	0	2000	1	0.21802
B	7402	1	2000	1	0.31336
B0	7402	1	0	1	0.01911
A0	7402	0	0	1	0.85515
Bn	7402	0	2000	1	0.48811
A	7403	0	2000	0	0.18898
A0	7403	0	0	0	0.01907
B	7403	1	2000	0	0.49673
B0	7403	1	0	0	0.64396
A	7403	0	2000	1	0.59018
Bn	7403	0	2000	0	0.35680
B	7403	1	2000	1	0.49503
A0	7403	0	0	1	1.67627
B0	7403	1	0	1	0.02024
Bn	7403	0	2000	1	0.48377
B	7404	1	2000	0	0.36809
A	7404	0	2000	0	0.77717
B0	7404	1	0	0	0.07577
A0	7404	0	0	0	0.03472
Bn	7404	0	2000	0	0.66671
A	7404	0	2000	1	1.13378
B	7404	1	2000	1	0.39968
A0	7404	0	0	1	0.19890
B0	7404	1	0	1	0.02022
Bn	7404	0	2000	1	0.62529
A	7405	0	2000	0	0.17150
A0	7405	0	0	0	0.02049
B	7405	1	2000	0	0.33354
B0	7405	1	0	0	0.38451
Bn	7405	0	2000	0	0.28382
B	7405	1	2000	1	0.30082
A	7405	0	2000	1	0.23283
A0	7405	0	0	1	0.25015
B0	7405	1	0	1	0.01734
Bn	7405	0	2000	1	0.44665
A	7406	0	2000	0	0.16257
B	7406	1	2000	0	0.39011
A0	7406	0	0	0	0.02057
B0	7406	1	0	0	0.59199
Bn	7406	0	2000	0	0.40249
A	7406	0	2000	1	0.40977
B	7406	1	2000	1	0.28371
A0	7406	0	0	1	0.96305
B0	7406	1	0	1	0.01951
Bn	7406	0	2000	1	0.38530
A	7407	0	2000	0	0.24240
B	7407	1	2000	0	0.47475
A0	7407	0	0	0	0.01762
B0	7407	1	0	0	1.04917
Bn	7407	0	2000	0	0.35913
A	7407	0	2000	1	0.40703
B	7407	1	2000	1	0.34055
A0	7407	0	0	1	1.20463
B0	7407	1	0	1	0.01780
Bn	7407	0	2000	1	0.45848
A	7408	0	2000	0	0.37431
B	7408	1	2000	0	0.32861
A0	7408	0	0	0	0.02083
B0	7408	1	0	0	0.27255
Bn	7408	0	2000	0	0.47354
A	7408	0	2000	1	0.31774
B	7408	1	2000	1	0.39075
A0	7408	0	0	1	0.29504
B0	7408	1	0	1	0.02411
Bn	7408	0	2000	1	0.55440
A	7409	0	2000	0	0.28773
B	7409	1	2000	0	0.44232
A0	7409	0	0	0	0.02654
B0	7409	1	0	0	0.49065
Bn	7409	0	2000	0	0.30776
A	7409	0	2000	1	0.29682
B	7409	1	2000	1	0.38962
A0	7409	0	0	1	0.23661
B0	7409	1	0	1	0.01810
Bn	7409	0	2000	1	0.39325
A	7410	0	2000	0	0.26647
B	7410	1	2000	0	0.33241
A0	7410	0	0	0	0.01963
B0	7410	1	0	0	0.48052
Bn	7410	0	2000	0	0.46264
A	7410	0	2000	1	0.43188
B	7410	1	2000	1	0.38282
A0	7410	0	0	1	1.04368
B0	7410	1	0	1	0.02110
Bn	7410	0	2000	1	0.60378
A	7411	0	2000	0	0.29746
B	7411	1	2000	0	0.48559
A0	7411	0	0	0	0.02539
B0	7411	1	0	0	0.22784
Bn	7411	0	2000	0	0.35772
A	7411	0	2000	1	0.44850
B	7411	1	2000	1	0.48596
A0	7411	0	0	1	0.21282
B0	7411	1	0	1	0.02350
Bn	7411	0	2000	1	0.49470
A	7412	0	2000	0	0.16613
B	7412	1	2000	0	0.15005
A0	7412	0	0	0	0.01735
B0	7412	1	0	0	0.48488
Bn	7412	0	2000	0	0.42428
A	7412	0	2000	1	0.36823
B	7412	1	2000	1	0.10607
A0	7412	0	0	1	0.84870
B0	7412	1	0	1	0.01914
Bn	7412	0	2000	1	0.39105
