нуль	8001	0.5045	11614	0.5407	1487	112	8	0.000	0.375	636
порядок	8001	0.9268	11796	1.0000	1475	120	8	1.000	1.000	1971
порядок	8002	0.9169	11928	1.0000	1492	120	8	1.000	1.000	2031
нуль	8002	0.5064	10736	0.5376	1488	117	5	0.000	0.600	576
нуль	8003	0.5086	11488	0.5414	1487	120	8	0.125	0.625	343
порядок	8003	0.9066	11758	1.0000	1470	120	8	1.000	1.000	1068
порядок	8004	0.9306	11894	1.0000	1488	120	8	1.000	1.000	435
нуль	8004	0.4955	11407	0.5430	1490	113	8	0.000	0.250	731
нуль	8005	0.5070	10877	0.5366	1489	116	4	0.250	0.750	509
порядок	8005	0.9187	11764	1.0000	1471	120	8	1.000	1.000	684
порядок	8006	0.9298	12231	1.0000	1530	120	8	1.000	1.000	2178
нуль	8006	0.5038	10606	0.5606	1486	115	6	0.000	0.000	776
порядок	8007	0.9627	11673	1.0000	1460	120	8	1.000	1.000	3079
нуль	8007	0.5035	11181	0.5607	1450	119	7	0.000	0.714	696
порядок	8008	0.9102	11942	1.0000	1493	120	8	1.000	1.000	1945
нуль	8008	0.5041	11340	0.5460	1447	119	8	0.000	0.500	479
порядок	8009	0.9601	12230	1.0000	1529	120	8	1.000	1.000	1195
нуль	8009	0.5016	11175	0.5422	1470	114	7	0.000	0.143	545
порядок	8010	0.9588	11730	1.0000	1467	120	8	1.000	1.000	6224
нуль	8010	0.4935	10563	0.5318	1478	119	8	0.125	0.375	668
порядок	8011	0.9576	12031	1.0000	1504	120	8	1.000	1.000	3775
нуль	8011	0.4975	10967	0.5408	1518	116	8	0.000	0.000	635
порядок	8012	0.9081	12072	1.0000	1509	120	8	1.000	1.000	1256
нуль	8012	0.5032	11491	0.5403	1503	117	8	0.000	0.125	637
