оба	2101	300	0.6393	0.3261	0.0218	0.3782	1.1186	1.7193	0.9231	0.4354	91	84	84
оба	2101	100	0.8832	0.8344	0.0218	0.1372	1.1186	1.2662	0.9780	0.4558	91	89	89
оба	2101	1000	0.7174	1.5689	0.0218	0.3011	1.1186	0.6115	0.7253	0.2585	91	66	66
деньги	2101	1000	0.2133	1.3072	0.0180	0.7984	1.2027	0.9546	0.6703	0.0000	91	61	61
оба	2102	1000	0.7703	0.7651	0.0229	0.2496	1.1499	1.3519	0.7363	0.2214	91	67	67
доля	2101	1000	0.0000	0.0000	0.0218	1.0100	1.1186	2.0100	0.0000	0.0000	91	0	0
оба	2102	100	0.9811	0.3173	0.0229	0.0416	1.1499	1.7371	0.9780	0.4760	91	89	89
оба	2102	300	0.8885	1.0433	0.0229	0.1329	1.1499	1.1126	0.9341	0.3948	91	85	85
деньги	2102	1000	-0.0178	1.4209	0.0253	1.0275	1.1865	0.8399	0.6941	0.0000	85	59	59
оба	2103	100	0.8273	0.6293	0.0207	0.1915	1.0785	1.4238	0.9551	0.3260	89	85	85
оба	2103	300	0.6137	1.0195	0.0207	0.4029	1.0785	1.0603	0.8876	0.3004	89	79	79
доля	2102	1000	0.0000	0.0000	0.0229	1.0100	1.1499	2.0100	0.0000	0.0000	91	0	0
деньги	2103	1000	-0.0868	0.2634	0.0215	1.0958	1.0896	1.7676	0.7949	0.0000	78	62	62
оба	2104	100	0.8808	1.6784	0.0194	0.1374	1.3891	0.9679	0.9535	0.4146	86	82	82
оба	2103	1000	0.4852	0.9551	0.0207	0.5300	1.0785	1.1203	0.7528	0.2308	89	67	67
доля	2103	1000	0.0000	0.0000	0.0207	1.0100	1.0785	2.0100	0.0000	0.0000	89	0	0
оба	2104	300	0.8682	1.5227	0.0194	0.1500	1.3891	1.0645	0.9302	0.3554	86	80	80
деньги	2104	1000	-0.0788	0.8405	0.0199	1.0880	1.1495	1.2867	0.7753	0.0000	89	69	69
оба	2104	1000	0.7073	1.8133	0.0194	0.3093	1.3891	0.8841	0.7209	0.2021	86	62	62
доля	2104	1000	0.0000	0.0000	0.0194	1.0100	1.3891	2.0100	0.0000	0.0000	86	0	0
деньги	2105	1000	-0.1528	0.5419	0.0187	1.1615	0.9841	1.4540	0.7033	0.0000	91	64	64
оба	2105	100	0.7916	0.7258	0.0217	0.2276	1.4610	1.6115	0.9556	0.5191	90	86	86
оба	2105	300	0.8413	1.5248	0.0217	0.1786	1.4610	1.1729	0.8778	0.4681	90	79	79
оба	2105	1000	0.7158	0.5093	0.0217	0.3026	1.4610	1.7304	0.6667	0.1830	90	60	60
оба	2106	100	0.9812	0.1929	0.0197	0.0383	0.9713	1.8096	0.9780	0.5591	91	89	89
оба	2106	300	0.9429	0.5670	0.0197	0.0763	0.9713	1.4211	0.9011	0.4961	91	82	82
оба	2106	1000	0.8928	0.6506	0.0197	0.1258	0.9713	1.3343	0.7033	0.3031	91	64	64
доля	2105	1000	0.0000	0.0000	0.0217	1.0100	1.4610	2.0100	0.0000	0.0000	90	0	0
деньги	2106	1000	0.1010	0.7920	0.0200	0.9100	0.9704	1.1867	0.6667	0.0000	87	58	58
доля	2106	1000	0.0000	0.0000	0.0197	1.0100	0.9713	2.0100	0.0000	0.0000	91	0	0
оба	2107	100	0.7820	5.8702	0.0196	0.2355	1.8534	1.0907	0.9545	0.6360	88	84	84
оба	2107	300	0.8728	6.4071	0.0196	0.1455	1.8534	1.0066	0.9318	0.6184	88	82	82
оба	2107	1000	0.8938	6.1424	0.0196	0.1248	1.8534	1.0480	0.6932	0.3553	88	61	61
оба	2108	100	0.9424	0.7460	0.0217	0.0786	0.8206	1.1227	0.9677	0.6432	93	90	90
деньги	2107	1000	-0.4848	1.2298	0.0193	1.4903	1.0508	0.8304	0.7159	0.0000	88	63	63
доля	2107	1000	0.0000	0.0000	0.0196	1.0100	1.8534	2.0100	0.0000	0.0000	88	0	0
оба	2108	300	0.8704	0.7761	0.0217	0.1498	0.8206	1.0870	0.9247	0.5595	93	86	86
деньги	2108	1000	0.3660	-0.2716	0.0194	0.6475	1.4133	2.1721	0.7059	0.0000	85	60	60
оба	2108	1000	0.7090	0.8205	0.0217	0.3093	0.8206	1.0342	0.7742	0.2863	93	72	72
доля	2108	1000	0.0000	0.0000	0.0217	1.0100	0.8206	2.0100	0.0000	0.0000	93	0	0
оба	2109	100	0.9687	0.8845	0.0191	0.0501	1.4477	1.5127	0.9785	0.5551	93	91	91
оба	2109	1000	0.7721	-1.1524	0.0191	0.2449	1.4477	2.6579	0.7742	0.3837	93	72	72
оба	2109	300	0.6093	-0.1231	0.0191	0.4062	1.4477	2.0792	0.9032	0.4367	93	84	84
деньги	2109	1000	-0.2355	0.7595	0.0197	1.2432	0.8888	1.1584	0.7634	0.0000	93	71	71
доля	2109	1000	0.0000	0.0000	0.0191	1.0100	1.4477	2.0100	0.0000	0.0000	93	0	0
оба	2110	100	0.8364	1.1960	0.0186	0.1809	1.2462	1.0964	0.9565	0.5388	92	88	88
оба	2110	300	0.5832	1.0882	0.0186	0.4319	1.2462	1.1788	0.9239	0.4914	92	85	85
оба	2110	1000	0.5997	1.4058	0.0186	0.4154	1.2462	0.9362	0.7283	0.3276	92	67	67
деньги	2110	1000	0.1743	0.7982	0.0187	0.8372	0.9943	1.1993	0.6977	0.0000	86	60	60
доля	2110	1000	0.0000	0.0000	0.0186	1.0100	1.2462	2.0100	0.0000	0.0000	92	0	0
оба	2111	100	0.9919	0.7133	0.0190	0.0270	1.0901	1.3539	0.9419	0.4470	86	81	81
оба	2111	300	0.7640	1.0746	0.0190	0.2529	1.0901	1.0215	0.8837	0.3636	86	76	76
деньги	2111	1000	0.0357	1.2542	0.0218	0.9747	1.1734	0.9607	0.6667	0.0000	90	60	60
оба	2111	1000	0.7962	0.4156	0.0190	0.2210	1.0901	1.6277	0.8023	0.2879	86	69	69
доля	2111	1000	0.0000	0.0000	0.0190	1.0100	1.0901	2.0100	0.0000	0.0000	86	0	0
оба	2112	100	0.6827	1.8835	0.0206	0.3346	1.4757	1.0037	0.9425	0.4716	87	82	82
оба	2112	1000	0.6292	1.5053	0.0206	0.3875	1.4757	1.2058	0.7011	0.2140	87	61	61
оба	2112	300	0.6802	2.2051	0.0206	0.3370	1.4757	0.8319	0.8851	0.3712	87	77	77
деньги	2112	1000	0.2226	0.6293	0.0205	0.7897	0.9652	1.3526	0.6517	0.0000	89	58	58
доля	2112	1000	0.0000	0.0000	0.0206	1.0100	1.4757	2.0100	0.0000	0.0000	87	0	0
