С0	2401	0.6947	0.8318	0.0491	0.000	0.111	0.7906	1.0259	4.32e-5	0.000	0.575
С0	2402	0.8717	0.5798	0.0491	0.000	0.200	0.8489	1.4121	4.33e-5	0.000	0.645
С2	2401	0.6743	0.9528	1.0000	0.000	0.000	0.7607	0.7794	1.0000	0.000	0.000
С1	2401	0.8135	0.5719	0.0491	0.000	0.181	0.7902	0.9207	4.32e-5	0.000	0.560
С1	2402	0.8093	2.0823	0.0492	0.000	0.207	0.6942	0.6721	4.32e-5	0.000	0.575
С2	2402	0.7245	1.0641	1.0000	0.000	0.000	0.7681	1.2202	1.0000	0.000	0.000
С0	2403	0.7182	1.2799	0.0491	0.000	0.129	0.8190	1.1007	4.32e-5	0.000	0.605
С1	2403	0.7861	1.2789	0.0492	0.000	0.165	0.7227	1.3175	4.32e-5	0.000	0.600
С0	2404	0.7758	0.6388	0.0493	0.000	0.121	0.7205	2.5830	4.33e-5	0.000	0.610
С2	2403	0.7286	0.8419	1.0000	0.000	0.000	0.9027	0.4363	1.0000	0.000	0.000
С1	2404	0.8244	0.7633	0.0492	0.000	0.140	0.8245	0.7182	4.32e-5	0.000	0.506
С2	2404	0.6295	1.2479	1.0000	0.000	0.000	0.7871	1.5469	1.0000	0.000	0.000
С1	2405	0.7864	1.3333	0.0491	0.000	0.136	0.7781	0.5534	4.32e-5	0.000	0.645
С0	2405	0.6924	0.9456	0.0491	0.000	0.118	0.8190	0.9914	4.33e-5	0.000	0.554
С2	2405	0.6812	2.1579	1.0000	0.000	0.000	0.6769	1.4512	1.0000	0.000	0.000
С0	2406	0.8249	1.0956	0.0492	0.000	0.220	0.8382	0.7493	4.32e-5	0.000	0.560
С1	2406	0.7398	1.2017	0.0491	0.000	0.222	0.8870	1.5902	4.32e-5	0.000	0.519
С2	2406	0.6916	1.0436	1.0000	0.000	0.000	0.5049	1.1748	1.0000	0.000	0.000
С0	2407	0.8259	1.2599	0.0491	0.000	0.095	0.6981	0.9560	4.32e-5	0.000	0.598
С1	2407	0.7350	0.6434	0.0492	0.000	0.148	0.5806	0.9594	4.34e-5	0.000	0.631
С2	2407	0.6229	1.4464	1.0000	0.000	0.000	0.9167	0.5294	1.0000	0.000	0.000
С0	2408	0.9273	1.3638	0.0493	0.000	0.049	0.8353	0.9858	4.33e-5	0.000	0.632
С1	2408	0.7767	1.1377	0.0491	0.000	0.235	0.7809	2.0970	4.32e-5	0.000	0.563
С2	2408	0.7801	1.7023	1.0000	0.000	0.000	0.8655	0.7603	1.0000	0.000	0.000
С1	2409	0.5570	2.0790	0.0492	0.000	0.151	0.6524	0.9144	4.32e-5	0.000	0.558
С0	2409	0.8586	0.7085	0.0493	0.000	0.148	0.7471	1.1362	4.32e-5	0.000	0.613
С2	2409	0.8544	3.9052	1.0000	0.000	0.000	0.7348	0.4495	1.0000	0.000	0.000
С0	2410	0.9085	0.7933	0.0492	0.000	0.139	0.7361	0.5045	4.33e-5	0.000	0.585
С1	2410	0.5767	1.0644	0.0491	0.000	0.182	0.5968	0.8890	4.33e-5	0.000	0.487
С0	2411	0.7424	0.9093	0.0492	0.012	0.101	0.8420	1.3866	4.33e-5	0.000	0.605
С2	2410	0.5499	0.3242	1.0000	0.000	0.000	0.8393	1.2870	1.0000	0.000	0.000
С1	2411	0.7931	1.4265	0.0491	0.000	0.141	0.7172	1.4493	4.33e-5	0.000	0.586
С2	2411	0.5446	1.3605	1.0000	0.000	0.000	0.8182	1.6133	1.0000	0.000	0.000
С0	2412	0.6881	1.1566	0.0492	0.000	0.130	0.7504	0.6238	4.32e-5	0.000	0.662
С1	2412	0.4287	0.7470	0.0492	0.000	0.138	0.2310	0.9724	4.32e-5	0.000	0.565
С2	2412	0.8202	2.2948	1.0000	0.000	0.000	0.6999	1.4037	1.0000	0.000	0.000
