A	8201	0	2000	0	0.64008
B	8201	2	2000	0	0.49989
A0	8201	0	0	0	0.02040
B0	8201	2	0	0	0.62189
Bn	8201	0	2000	0	0.24028
A	8201	0	2000	2	0.59311
B	8201	2	2000	2	0.48419
A0	8201	0	0	2	0.61232
B0	8201	2	0	2	0.01922
Bn	8201	0	2000	2	0.44086
A	8202	0	2000	0	0.43925
B	8202	2	2000	0	0.56449
A0	8202	0	0	0	0.01906
B0	8202	2	0	0	0.73120
Bn	8202	0	2000	0	0.69192
A	8202	0	2000	2	0.46553
B	8202	2	2000	2	0.16012
A0	8202	0	0	2	0.56643
B0	8202	2	0	2	0.01900
Bn	8202	0	2000	2	0.63677
A	8203	0	2000	0	0.38894
B	8203	2	2000	0	0.61150
A0	8203	0	0	0	0.01719
B0	8203	2	0	0	0.62734
Bn	8203	0	2000	0	0.13068
B	8203	2	2000	2	0.70315
A	8203	0	2000	2	0.45413
A0	8203	0	0	2	0.63327
B0	8203	2	0	2	0.02652
Bn	8203	0	2000	2	0.98609
A	8204	0	2000	0	0.10143
B	8204	2	2000	0	0.82622
A0	8204	0	0	0	0.02661
B0	8204	2	0	0	0.70066
Bn	8204	0	2000	0	0.30993
A	8204	0	2000	2	0.80423
B	8204	2	2000	2	0.35501
A0	8204	0	0	2	0.95508
B0	8204	2	0	2	0.02034
Bn	8204	0	2000	2	0.45799
A	8205	0	2000	0	0.17490
B	8205	2	2000	0	0.27316
A0	8205	0	0	0	0.02188
B0	8205	2	0	0	0.54102
Bn	8205	0	2000	0	0.14010
A	8205	0	2000	2	0.48111
B	8205	2	2000	2	0.54139
A0	8205	0	0	2	0.45782
B0	8205	2	0	2	0.02334
Bn	8205	0	2000	2	0.41106
A	8206	0	2000	0	0.32252
B	8206	2	2000	0	0.68964
A0	8206	0	0	0	0.01757
B0	8206	2	0	0	0.86183
Bn	8206	0	2000	0	0.35217
A	8206	0	2000	2	0.44330
B	8206	2	2000	2	0.29925
A0	8206	0	0	2	0.56677
B0	8206	2	0	2	0.02099
Bn	8206	0	2000	2	0.62827
A	8207	0	2000	0	0.46728
B	8207	2	2000	0	0.72241
B0	8207	2	0	0	0.59736
A0	8207	0	0	0	0.01885
Bn	8207	0	2000	0	0.14790
A	8207	0	2000	2	0.58374
B	8207	2	2000	2	0.25027
A0	8207	0	0	2	0.52706
B0	8207	2	0	2	0.01834
Bn	8207	0	2000	2	0.33841
A	8208	0	2000	0	0.82391
B	8208	2	2000	0	0.60859
A0	8208	0	0	0	0.01889
B0	8208	2	0	0	0.67853
Bn	8208	0	2000	0	0.25162
A	8208	0	2000	2	0.62930
B	8208	2	2000	2	0.14193
A0	8208	0	0	2	0.78982
B0	8208	2	0	2	0.01850
Bn	8208	0	2000	2	0.55751
A	8209	0	2000	0	0.27636
B	8209	2	2000	0	0.37243
A0	8209	0	0	0	0.01975
B0	8209	2	0	0	0.41758
Bn	8209	0	2000	0	0.45291
A	8209	0	2000	2	0.55099
B	8209	2	2000	2	0.54131
A0	8209	0	0	2	0.50655
B0	8209	2	0	2	0.01982
Bn	8209	0	2000	2	0.48561
A	8210	0	2000	0	0.12878
A0	8210	0	0	0	0.02773
B	8210	2	2000	0	0.44408
B0	8210	2	0	0	0.42084
Bn	8210	0	2000	0	0.25459
A	8210	0	2000	2	0.08972
B	8210	2	2000	2	0.48427
A0	8210	0	0	2	0.23612
B0	8210	2	0	2	0.01670
Bn	8210	0	2000	2	0.52440
A	8211	0	2000	0	0.93034
B	8211	2	2000	0	0.41702
A0	8211	0	0	0	0.02086
B0	8211	2	0	0	0.49780
Bn	8211	0	2000	0	0.31966
A	8211	0	2000	2	0.65797
B	8211	2	2000	2	0.39278
A0	8211	0	0	2	0.68714
B0	8211	2	0	2	0.01805
Bn	8211	0	2000	2	0.41231
A	8212	0	2000	0	0.10688
A0	8212	0	0	0	0.01773
B	8212	2	2000	0	0.52973
B0	8212	2	0	0	0.59536
Bn	8212	0	2000	0	0.33209
A	8212	0	2000	2	0.43453
B	8212	2	2000	2	0.43336
A0	8212	0	0	2	0.49925
Bn	8212	0	2000	2	0.47296
B0	8212	2	0	2	0.01882
