П1	2802	0.8878	0.7751	0.4985	0.1483	0.7734	0.9063	0.2379	0.1882	1.6874	0.5890	0.2119	0.6331	0.6691	0.5000
П2	2802	0.9908	0.8759	0.2130	0.1287	0.2361	0.0417	0.0406	0.9704	7.9415	0.2340	0.1517	0.2526	0.0947	0.1220
П2	2801	0.8816	0.8652	0.1715	0.1452	0.2000	0.0960	0.0276	0.4543	0.4070	0.2165	0.1580	0.5070	0.0704	0.1098
П1	2801	0.8075	0.9443	0.5498	0.1769	0.7553	0.9341	0.2542	0.6126	0.9758	0.6320	0.1480	0.6978	0.9378	0.4880
П2	2803	0.9619	1.0096	0.1471	0.1049	0.2952	0.0000	0.0313	0.9489	1.1761	0.1799	0.1578	0.2571	0.1429	0.0805
П1	2803	0.8090	0.8471	0.5119	0.1326	0.7738	0.8529	0.2118	0.6752	1.0928	0.4309	0.1633	0.7939	0.9160	0.2394
П1	2804	0.7523	1.2312	0.5962	0.1543	0.6614	0.8968	0.3975	0.7614	0.9973	0.4656	0.1761	0.5913	0.7739	0.2973
П2	2804	0.7407	1.0142	0.2361	0.1360	0.2905	0.0782	0.0351	0.4596	0.9293	0.2980	0.1651	0.3667	0.1444	0.1572
П1	2805	0.3435	1.5017	0.5941	0.1082	0.8270	0.9003	0.4685	0.6354	1.1093	0.5167	0.1625	0.8633	0.8561	0.3419
П2	2805	0.8239	0.8664	0.2003	0.1294	0.3197	0.1066	0.0744	0.5584	1.0653	0.2287	0.1549	0.4328	0.0299	0.1257
П2	2806	0.8825	1.1621	0.2286	0.1555	0.3937	0.0000	0.1119	0.7390	0.7409	0.2643	0.1751	0.4096	0.0120	0.0709
П1	2806	0.5758	0.8015	0.5714	0.1140	0.7802	0.8764	0.3983	0.1306	1.0341	0.5536	0.1724	0.6387	0.7484	0.4015
П1	2807	0.6968	1.5582	0.4798	0.1869	0.6988	0.8594	0.2325	0.7489	1.0777	0.5552	0.1388	0.7831	0.9518	0.3946
П2	2807	0.9254	0.9946	0.1431	0.1342	0.2222	0.0741	0.0458	0.7830	1.2353	0.1901	0.1583	0.4769	0.1538	0.0405
П2	2808	0.8790	0.5715	0.2195	0.1892	0.2945	0.0616	0.0552	0.6972	1.0638	0.1642	0.1762	0.7091	0.0000	0.0347
П1	2808	0.7740	1.8349	0.5033	0.1742	0.6809	0.9046	0.2689	0.7944	1.1687	0.4377	0.1831	0.7561	0.9350	0.2886
П1	2809	0.8196	1.1282	0.4923	0.1735	0.7608	0.9490	0.1488	0.7601	0.7991	0.5233	0.1679	0.8074	0.8889	0.4070
П1	2810	0.8419	0.9992	0.4894	0.1736	0.8095	0.9134	0.1896	0.5332	1.2517	0.6151	0.1623	0.7548	0.7613	0.4717
П2	2809	0.6708	0.9884	0.1383	0.1396	0.3288	0.0137	0.0281	0.5567	1.0045	0.2137	0.1944	0.5179	0.0000	0.0945
П2	2810	0.9441	0.9743	0.1357	0.1949	0.1842	0.0395	0.0160	0.2569	0.3631	0.2167	0.2167	0.3333	0.1754	0.0840
П1	2811	0.9334	0.8121	0.4897	0.1730	0.7051	0.8989	0.1719	0.8845	0.8107	0.3639	0.1533	0.7343	0.8462	0.1230
П1	2812	0.6546	1.7021	0.4471	0.1045	0.7220	0.9253	0.2681	0.8575	-0.0013	0.4331	0.1730	0.7182	0.8182	0.3027
П2	2811	0.9836	0.7083	0.2101	0.1830	0.2346	0.0370	0.0468	0.9330	1.0652	0.1363	0.1588	0.2373	0.2203	0.0152
П2	2812	0.6283	1.1773	0.1227	0.1089	0.3284	0.1791	0.0133	0.7502	1.5208	0.1701	0.1410	0.5172	0.0690	0.0634
