ЮЛ140	5501	0.5240	8481	1.0000	1441	112	8	0.000	0.000
ЮЛС140	5501	0.5476	8010	1.0000	1448	111	7	0.000	0.571
ЮЛС100	5501	0.5594	10761	1.0000	1495	116	4	0.000	0.000
ЮЛС	5501	0.5738	9329	1.0000	1421	118	6	0.000	1.000
ЮЛС	5502	0.5618	8403	1.0000	1411	120	8	0.000	0.250
ЮЛ140	5502	0.5301	8513	1.0000	1468	113	4	0.000	0.000
ЮЛС100	5502	0.5391	9163	1.0000	1472	115	8	0.000	0.750
ЮЛС140	5502	0.5464	9294	1.0000	1506	114	4	0.000	1.000
ЮЛ140	5503	0.5252	7175	1.0000	1502	108	4	0.000	0.000
ЮЛС100	5503	0.5320	7589	1.0000	1550	109	4	0.000	0.000
ЮЛС	5503	0.5674	7219	1.0000	1456	115	7	0.000	0.429
ЮЛС140	5503	0.5604	8483	1.0000	1549	113	4	0.750	0.750
ЮЛ140	5504	0.5186	7156	1.0000	1502	112	4	0.000	0.000
ЮЛС100	5504	0.5691	8190	1.0000	1475	118	8	0.000	0.750
ЮЛС	5504	0.5303	8674	1.0000	1448	119	7	0.000	0.286
ЮЛС140	5504	0.5577	8551	1.0000	1469	115	5	0.000	0.000
ЮЛ140	5505	0.5164	7924	1.0000	1436	119	8	0.125	0.750
ЮЛС	5505	0.5495	9179	1.0000	1472	118	8	0.000	0.250
ЮЛС100	5505	0.6420	7957	1.0000	1491	113	5	0.000	0.400
ЮЛС140	5505	0.5860	8589	1.0000	1491	114	5	0.000	0.000
ЮЛ140	5506	0.5114	8486	1.0000	1500	109	4	0.000	0.250
ЮЛС100	5506	0.6207	10439	1.0000	1470	111	5	0.000	0.000
ЮЛС	5506	0.5670	8076	1.0000	1499	111	4	0.000	0.500
ЮЛС140	5506	0.5519	8104	1.0000	1482	112	4	0.000	0.250
ЮЛ140	5507	0.5349	8689	1.0000	1512	109	5	0.000	0.000
ЮЛС100	5507	0.5567	7356	1.0000	1454	116	4	0.000	0.750
ЮЛС	5507	0.5605	8781	1.0000	1497	112	4	0.000	0.750
ЮЛС140	5507	0.5862	9457	1.0000	1492	111	7	0.000	0.286
ЮЛ140	5508	0.5404	8017	1.0000	1487	113	4	0.000	0.000
ЮЛС	5508	0.5589	8939	1.0000	1498	120	8	0.000	0.000
ЮЛС100	5508	0.5760	9436	1.0000	1467	115	8	0.000	0.000
ЮЛС140	5508	0.5351	9817	1.0000	1466	118	7	0.571	1.000
ЮЛ140	5509	0.5204	8993	1.0000	1463	117	5	0.000	0.000
ЮЛС	5509	0.5839	8070	1.0000	1489	116	5	0.000	0.400
ЮЛС100	5509	0.5388	7701	1.0000	1478	117	5	0.000	0.200
ЮЛС140	5509	0.5357	8827	1.0000	1456	110	5	0.000	0.200
ЮЛ140	5510	0.5121	7626	1.0000	1475	108	4	0.000	0.000
ЮЛС	5510	0.5466	9383	1.0000	1457	119	8	0.000	0.000
ЮЛС140	5510	0.5600	9999	1.0000	1468	120	8	0.500	0.750
ЮЛС100	5510	0.5708	8124	1.0000	1459	111	5	0.000	0.200
ЮЛС	5511	0.5693	8704	1.0000	1504	116	5	0.000	0.000
ЮЛ140	5511	0.5110	9045	1.0000	1511	113	5	0.000	0.000
ЮЛС100	5511	0.5342	7523	1.0000	1503	113	4	0.000	0.750
ЮЛС140	5511	0.5783	8548	1.0000	1463	120	8	0.375	0.875
ЮЛС	5512	0.5536	7926	1.0000	1476	109	4	0.000	0.250
ЮЛ140	5512	0.4935	10399	1.0000	1467	119	8	0.000	0.000
ЮЛС100	5512	0.5727	7976	1.0000	1421	116	4	0.000	0.500
ЮЛС140	5512	0.5357	9071	1.0000	1483	113	4	0.000	0.750
