L1	8001	0.9380	0.1580	0.7799	0.2649	0.0141
L0	8001	0.2388	0.8026	-0.5637	0.0126	0.2233
N1	8001	0.5440	0.6845	-0.1405	0.0123	0.0119
N0	8001	0.5440	0.6845	-0.1405	0.0123	0.0119
L1	8002	1.0139	0.1568	0.8571	0.2161	0.0149
L0	8002	0.2552	0.7419	-0.4866	0.0129	0.2522
N1	8002	0.5932	0.6315	-0.0383	0.0127	0.0122
N0	8002	0.5932	0.6315	-0.0383	0.0127	0.0122
L1	8003	0.9995	0.1299	0.8696	0.2342	0.0141
L0	8003	0.2034	0.7558	-0.5523	0.0127	0.2502
N1	8003	0.3849	0.4121	-0.0272	0.0237	0.0225
N0	8003	0.3849	0.4121	-0.0272	0.0237	0.0225
L1	8004	1.0044	0.1660	0.8384	0.2160	0.0145
N1	8004	0.5620	0.6037	-0.0417	0.0115	0.0116
L0	8004	0.1633	0.9147	-0.7515	0.0140	0.2486
N0	8004	0.5620	0.6037	-0.0417	0.0115	0.0116
L1	8005	0.9757	0.2017	0.7740	0.2307	0.0136
L0	8005	0.2257	0.8938	-0.6681	0.0130	0.2857
N1	8005	0.5345	0.5853	-0.0508	0.0164	0.0159
N0	8005	0.5345	0.5853	-0.0508	0.0164	0.0159
L1	8006	0.7340	0.2340	0.4999	0.2657	0.0127
L0	8006	0.1751	1.0032	-0.8281	0.0143	0.2249
N1	8006	0.5551	0.5673	-0.0121	0.0127	0.0132
N0	8006	0.5551	0.5673	-0.0121	0.0127	0.0132
L1	8007	0.6228	0.2539	0.3689	0.2144	0.0140
L0	8007	0.1900	0.8554	-0.6655	0.0131	0.2127
N1	8007	0.6251	0.5999	0.0252	0.0122	0.0122
N0	8007	0.6251	0.5999	0.0252	0.0122	0.0122
L1	8008	0.8013	0.1948	0.6065	0.2582	0.0126
L0	8008	0.2155	0.7783	-0.5628	0.0133	0.2296
N1	8008	0.4679	0.5129	-0.0450	0.0131	0.0129
N0	8008	0.4679	0.5129	-0.0450	0.0131	0.0129
L1	8009	0.7713	0.1899	0.5813	0.2410	0.0125
L0	8009	0.1718	0.7685	-0.5967	0.0133	0.2405
N1	8009	0.5064	0.5585	-0.0521	0.0128	0.0127
N0	8009	0.5064	0.5585	-0.0521	0.0128	0.0127
L1	8010	0.8104	0.2062	0.6043	0.2229	0.0132
L0	8010	0.1701	1.0041	-0.8341	0.0146	0.2337
N1	8010	0.5934	0.6033	-0.0099	0.0119	0.0117
N0	8010	0.5934	0.6033	-0.0099	0.0119	0.0117
L1	8011	0.7560	0.2811	0.4749	0.2407	0.0129
L0	8011	0.1876	0.9739	-0.7863	0.0134	0.2285
N1	8011	0.4991	0.4968	0.0024	0.0140	0.0139
N0	8011	0.4991	0.4968	0.0024	0.0140	0.0139
L1	8012	0.7974	0.1818	0.6155	0.2228	0.0132
L0	8012	0.2113	0.6682	-0.4569	0.0121	0.2500
N1	8012	0.5438	0.5573	-0.0135	0.0146	0.0146
N0	8012	0.5438	0.5573	-0.0135	0.0146	0.0146
