ЮО	7001	0.9160	11625	1.0000	1453	119	8	1.000	1.000	3854
нуль	7001	0.5044	10937	0.5409	1503	112	8	0.000	0.000	555
ЮО	7002	0.9741	11994	1.0000	1500	120	8	1.000	1.000	2378
нуль	7002	0.4943	10698	0.5602	1478	117	8	0.000	0.250	172
нуль	7003	0.4976	11024	0.5227	1454	120	8	0.000	0.000	491
ЮО	7003	0.9322	12044	1.0000	1506	120	8	1.000	1.000	3421
ЮО	7004	0.9651	11814	1.0000	1476	120	8	1.000	1.000	2672
нуль	7004	0.4964	10537	0.5392	1443	118	8	0.000	0.000	487
ЮО	7005	0.9217	12081	1.0000	1512	120	8	1.000	1.000	3380
нуль	7005	0.5029	11025	0.5406	1504	116	8	0.000	0.375	551
ЮО	7006	0.9431	11942	1.0000	1493	120	8	1.000	1.000	3042
нуль	7006	0.4962	9648	0.5258	1453	117	5	0.000	0.000	656
ЮО	7007	0.9496	11941	1.0000	1493	120	8	1.000	1.000	3084
нуль	7007	0.5064	10928	0.5375	1494	119	8	0.000	0.250	562
ЮО	7008	0.9196	11562	1.0000	1445	120	8	1.000	1.000	1615
нуль	7008	0.5036	10453	0.5567	1489	112	8	0.000	0.125	700
нуль	7009	0.4953	10830	0.5480	1500	117	8	0.125	0.250	804
ЮО	7009	0.9278	11918	1.0000	1490	120	8	1.000	1.000	872
нуль	7010	0.4914	11549	0.5411	1508	118	8	0.000	0.000	342
ЮО	7010	0.9692	11745	1.0000	1469	120	8	1.000	1.000	2648
нуль	7011	0.4974	11163	0.5435	1505	119	8	0.125	0.125	395
ЮО	7011	0.9467	11745	1.0000	1468	120	8	1.000	1.000	712
нуль	7012	0.5020	11302	0.5326	1502	120	8	0.000	0.000	201
ЮО	7012	0.9488	11516	1.0000	1441	120	8	1.000	1.000	2417
