4813	10	0	0.96439	0.96439	0.96439	9.329e-1
4813	10	1	0.97186	0.97186	0.97186	2.347e+0
4813	10	2	0.98310	0.98310	0.98310	2.125e+0
4813	10	3	0.95413	0.95413	0.95413	1.094e+0
4813	10	4	0.99000	0.99000	0.99000	1.390e+0
4813	10	5	0.93021	0.93021	0.93021	2.188e+0
4813	10	6	0.95588	0.95588	0.95588	1.068e+0
4813	10	7	0.94058	0.94058	0.94058	7.714e-1
4813	10	8	0.96450	0.96450	0.96450	1.045e+0
4813	10	9	0.97537	0.97537	0.97537	8.801e-1
4813	10	10	0.97753	0.97753	0.97753	1.201e+0
4813	10	11	0.98704	0.98704	0.98704	1.070e+0
4813	10	12	0.98749	0.98749	0.98749	1.399e+0
4813	10	13	0.98447	0.98447	0.98447	1.137e+0
4813	10	14	0.99000	0.99000	0.99000	1.984e+0
4813	10	15	0.97359	0.97359	0.97359	2.061e+0
4813	10	16	0.96139	0.96139	0.96139	1.373e+0
4813	10	17	0.94169	0.94169	0.94169	1.252e+0
4813	10	18	0.95335	0.95335	0.95335	8.559e-1
4813	10	19	0.99000	0.99000	0.99000	3.395e+0
4813	10	20	0.97434	0.97434	0.97434	7.131e-1
4813	10	21	0.99000	0.99000	0.99000	1.105e+0
4813	10	22	0.95975	0.95975	0.95975	1.230e+0
4813	10	23	0.97292	0.97292	0.97292	9.325e-1
4813	10	24	0.99000	0.99000	0.99000	1.081e+0
4813	10	25	0.98347	0.98347	0.98347	1.776e+0
4813	10	26	0.99000	0.99000	0.99000	3.980e+0
4813	10	27	0.97913	0.97913	0.97913	8.086e-1
4813	10	28	0.96562	0.96562	0.96562	2.075e+0
4813	10	29	0.97371	0.97371	0.97371	1.476e+0
4813	10	30	0.96035	0.96035	0.96035	2.831e+0
4813	10	31	0.95978	0.95978	0.95978	6.400e-1
4813	10	32	0.93330	0.93330	0.93330	1.213e+0
4813	10	33	0.94482	0.94482	0.94482	9.546e-1
4813	10	34	0.94373	0.94373	0.94373	1.199e+0
4813	10	35	0.98220	0.98220	0.98220	2.084e+0
4813	10	36	0.96441	0.96441	0.96441	1.116e+0
4813	10	37	0.98353	0.98353	0.98353	1.412e+0
4813	10	38	0.96903	0.96903	0.96903	6.357e-1
4813	10	39	0.96763	0.96763	0.96763	7.353e-1
4813	10	40	0.99000	0.99000	0.99000	1.373e+0
4813	10	41	0.99000	0.99000	0.99000	2.655e+0
4813	10	42	0.99000	0.99000	0.99000	1.452e+0
4813	10	43	0.99000	0.99000	0.99000	1.049e+0
4813	10	44	0.99000	0.99000	0.99000	1.382e+0
4813	10	45	0.98990	0.98990	0.98990	1.126e+0
4813	10	46	0.97281	0.97281	0.97281	6.421e-1
4813	10	47	0.98589	0.98589	0.98589	1.151e+0
4813	10	48	0.99000	0.99000	0.99000	1.649e+0
4813	10	49	0.99000	0.99000	0.99000	2.231e+0
4813	10	50	0.99000	0.99000	0.99000	1.217e+0
4813	10	51	0.99000	0.99000	0.99000	1.456e+0
4813	10	52	0.99000	0.99000	0.99000	1.685e+0
4813	10	53	0.99000	0.99000	0.99000	7.267e-1
4813	10	54	0.99000	0.99000	0.99000	1.508e+0
4813	10	55	0.99000	0.99000	0.99000	2.460e+0
4813	10	56	0.99000	0.99000	0.99000	7.608e-1
4813	10	57	0.99000	0.99000	0.99000	1.463e+0
4813	10	58	0.99000	0.99000	0.99000	1.417e+0
4813	10	59	0.99000	0.99000	0.99000	1.818e+0
4813	10	60	0.99000	0.99000	0.99000	1.525e+0
4813	10	61	0.99000	0.99000	0.99000	1.414e+0
4813	10	62	0.99000	0.99000	0.99000	1.476e+0
4813	10	63	0.99000	0.99000	0.99000	1.812e+0
4813	10	64	0.99000	0.99000	0.99000	1.322e+0
4813	10	65	0.98887	0.98887	0.98887	9.233e-1
4813	10	66	0.99000	0.99000	0.99000	9.438e-1
4813	10	67	0.99000	0.99000	0.99000	2.433e+0
4813	10	68	0.99000	0.99000	0.99000	2.152e+0
4813	10	69	0.99000	0.99000	0.99000	1.977e+0
4813	10	70	0.99000	0.99000	0.99000	1.322e+0
4813	10	71	0.99000	0.99000	0.99000	2.708e+0
4813	10	72	0.99000	0.99000	0.99000	2.692e+0
4813	10	73	0.99000	0.99000	0.99000	1.258e+0
4813	10	74	0.98187	0.98187	0.98187	4.812e-1
4813	10	75	0.99000	0.99000	0.99000	1.369e+0
4813	10	76	0.99000	0.99000	0.99000	1.969e+0
4813	10	77	0.97638	0.97638	0.97638	2.053e+0
4813	10	78	0.98540	0.98540	0.98540	1.550e+0
4813	10	79	0.98950	0.98950	0.98950	1.470e+0
4813	10	80	0.97329	0.97329	0.97329	1.038e+0
4813	10	81	0.99000	0.99000	0.99000	7.764e-1
4813	10	82	0.99000	0.99000	0.99000	1.627e+0
4813	10	83	0.98252	0.98252	0.98252	1.564e+0
4813	10	84	0.99000	0.99000	0.99000	3.675e+0
4813	10	85	0.99000	0.99000	0.99000	2.214e+0
4813	10	86	0.99000	0.99000	0.99000	2.224e+0
4813	10	87	0.98684	0.98684	0.98684	2.163e+0
4813	10	88	0.99000	0.99000	0.99000	1.682e+0
4813	10	89	0.99000	0.99000	0.99000	8.576e-1
4813	10	90	0.99000	0.99000	0.99000	1.064e+0
4813	10	91	0.98712	0.98712	0.98712	1.301e+0
4813	10	92	0.98379	0.98379	0.98379	1.199e+0
4813	10	93	0.98446	0.98446	0.98446	1.250e+0
4813	10	94	0.99000	0.99000	0.99000	1.490e+0
4813	10	95	0.99000	0.99000	0.99000	1.670e+0
4813	10	96	0.98516	0.98516	0.98516	7.817e-1
4813	10	97	0.99000	0.99000	0.99000	1.981e+0
4813	10	98	0.99000	0.99000	0.99000	1.085e+0
4813	10	99	0.99525	0.99000	0.99000	2.707e+0
4813	30	0	0.99000	0.99000	0.99000	6.231e-1
4813	30	1	0.99000	0.99000	0.99000	1.511e+0
4813	30	2	0.99000	0.99000	0.99000	1.358e+0
4813	30	3	0.99000	0.99000	0.99000	1.042e+0
4813	30	4	0.99000	0.99000	0.99000	1.254e+0
4813	30	5	0.99000	0.99000	0.99000	1.919e+0
4813	30	6	0.99000	0.99000	0.99000	1.484e+0
4813	30	7	0.99000	0.99000	0.99000	7.844e-1
4813	30	8	0.99000	0.99000	0.99000	2.238e+0
4813	30	9	0.99000	0.99000	0.99000	1.996e+0
4813	30	10	0.99000	0.99000	0.99000	7.092e-1
4813	30	11	0.98382	0.98382	0.98382	7.241e-1
4813	30	12	0.98079	0.98079	0.98079	1.060e+0
4813	30	13	0.94772	0.94772	0.94772	1.443e+0
4813	30	14	0.94918	0.94918	0.94918	1.199e+0
4813	30	15	0.93653	0.93653	0.93653	2.293e+0
4813	30	16	0.97245	0.97245	0.97245	1.583e+0
4813	30	17	0.97926	0.97926	0.97926	9.190e-1
4813	30	18	0.95640	0.95640	0.95640	1.424e+0
4813	30	19	0.98838	0.98838	0.98838	1.278e+0
4813	30	20	0.96823	0.96823	0.96823	2.264e+0
4813	30	21	0.96855	0.96855	0.96855	1.968e+0
