проверка3	5201	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9992	1.0787	1.0001	0.2961			0,1.929e+0	20.070088,1000.000000,341.082222,200.000000,20.892252,1000.000000,336.290143,200.000000	12.502383,600.000000,193.939752,120.000000,12.429994,600.000000,227.206994,120.000000	767.881578,1385.596819,346.007884,1035.967107,1053.570826,275.498428,562.618096,783.377774,179.816751,707.417998,755.398132,129.696594
проверка3	5202	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9990	1.7162	0.9998	0.8143			0,2.709e+0	21.762146,1000.000000,327.227830,200.000000,22.739363,1000.000000,273.677057,200.000000	12.596823,600.000000,161.095239,120.000000,12.721413,600.000000,175.973569,120.000000	428.575627,1768.603458,348.200825,754.177594,837.822454,237.552146,158.786797,219.577330,125.638658,780.939844,911.406101,262.607915
проверка3	5203	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0003	-0.9442	1.0001	0.4281			0,6.386e+0	19.313541,1000.000000,280.932670,200.000000,19.062829,1000.000000,516.309616,200.000000	12.136510,600.000000,149.548454,120.000000,12.055047,600.000000,201.965913,120.000000	391.150819,2760.114767,320.483436,2724.553244,5230.078018,521.366638,177.745147,281.251013,184.054411,390.975654,494.910809,206.675065
проверка3	5204	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0011	2.2494	0.9996	0.7529			0,1.394e+0	21.589456,1000.000000,367.785436,200.000000,20.523850,1000.000000,325.036292,200.000000	11.522284,600.000000,156.280395,120.000000,11.747591,600.000000,177.264337,120.000000	1471.520241,4374.512008,322.444420,1244.399965,1335.579239,312.764045,186.015497,278.632414,119.006725,391.035647,442.750086,142.646533
проверка3	5205	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9992	0.4035	0.9984	0.5889			0,5.244e+0	17.590793,1000.000000,290.414562,200.000000,18.345218,1000.000000,356.979555,200.000000	10.269305,600.000000,172.228187,120.000000,11.217575,600.000000,200.583868,120.000000	628.841430,1280.534796,363.593429,1103.489281,2524.281437,252.383459,468.024579,1898.255961,223.977777,484.165620,654.262896,253.427206
проверка3	5206	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0007	0.6568	1.0003	-0.2168			0,1.360e+0	18.381712,1000.000000,266.751366,200.000000,17.643704,1000.000000,313.173134,200.000000	10.618816,600.000000,163.960284,120.000000,10.424975,600.000000,257.949338,120.000000	612.270811,2236.292040,237.754126,802.981752,822.523470,381.832451,258.207092,524.785415,131.517409,990.923489,1158.080372,162.682251
проверка3	5207	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9988	0.5064	0.9993	0.4584			0,1.238e+0	20.940159,1000.000000,336.903303,200.000000,22.138843,1000.000000,369.038140,200.000000	13.139957,600.000000,170.475116,120.000000,13.558034,600.000000,208.777943,120.000000	762.370368,1829.641379,270.941517,1170.119047,1272.261266,267.414023,521.807586,721.237919,142.867527,583.034389,632.842607,197.382162
проверка3	5208	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9982	0.0257	1.0031	0.7426			0,1.654e+0	32.113360,1000.000000,247.920646,200.000000,33.836363,1000.000000,398.038359,200.000000	14.780607,600.000000,159.881099,120.000000,12.942885,600.000000,180.816172,120.000000	417.155927,1809.629636,271.587245,1522.442492,1812.924008,286.521609,283.874068,1028.486520,143.771837,492.273801,529.425082,153.941948
проверка3	5209	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0002	-0.1224	0.9990	0.5085			0,1.077e+0	21.562794,1000.000000,214.135179,200.000000,21.361480,1000.000000,424.985478,200.000000	12.518650,600.000000,172.404269,120.000000,13.113076,600.000000,206.217715,120.000000	266.494263,1987.847512,262.883977,1775.446758,2530.967634,381.078167,189.282509,826.175659,137.492448,684.883098,801.057281,233.395643
проверка3	5210	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9999	0.3766	0.9593	0.0998			0,1.561e+0	19.410189,1000.000000,265.218948,200.000000,19.550846,1000.000000,350.481586,200.000000	11.831115,600.000000,141.931765,120.000000,36.002455,600.000000,231.293021,120.000000	504.215301,1440.269403,294.925583,1017.849095,2129.075380,318.451012,180.372904,617.614589,135.070819,611.269389,783.378717,214.200218
