нуль	7301	0.4994	10318	0.5488	1456	120	8	0.000	0.250	798
ЮОС	7301	0.9391	11793	1.0000	1474	120	8	1.000	1.000	1781
нуль	7302	0.4974	11261	0.5367	1513	115	8	0.000	0.375	995
ЮОС	7302	0.9423	11985	1.0000	1499	120	8	1.000	1.000	3078
ЮОС	7303	0.9347	11418	1.0000	1428	120	8	1.000	1.000	1996
нуль	7303	0.4993	10708	0.5368	1535	119	7	0.143	0.714	739
нуль	7304	0.4953	11139	0.5389	1492	117	8	0.000	0.250	884
ЮОС	7304	0.9275	11666	1.0000	1459	120	8	1.000	1.000	1750
ЮОС	7305	0.9396	12107	1.0000	1514	120	8	1.000	1.000	1522
нуль	7305	0.4942	10376	0.5280	1449	113	4	0.000	0.500	744
нуль	7306	0.5010	10006	0.5303	1467	112	8	0.125	0.125	850
ЮОС	7306	0.9311	11935	1.0000	1493	116	8	1.000	1.000	1712
нуль	7307	0.5072	10817	0.5453	1500	112	8	0.000	0.000	819
ЮОС	7307	0.9387	12093	1.0000	1512	120	8	1.000	1.000	8395
ЮОС	7308	0.9387	11953	1.0000	1495	120	8	1.000	1.000	1311
нуль	7308	0.5060	10737	0.5398	1458	119	8	0.000	0.375	456
нуль	7309	0.5049	10684	0.5365	1493	120	8	0.000	0.125	149
ЮОС	7309	0.9300	11607	1.0000	1452	120	8	1.000	1.000	2231
ЮОС	7310	0.9261	11829	1.0000	1480	120	8	1.000	1.000	2337
нуль	7310	0.5001	12360	0.5464	1552	120	8	0.000	0.000	519
ЮОС	7311	0.9483	12006	1.0000	1501	120	8	1.000	1.000	2395
нуль	7311	0.5014	11443	0.5170	1499	117	7	0.000	0.000	603
нуль	7312	0.5016	11534	0.5362	1507	116	8	0.000	0.125	905
ЮОС	7312	0.9404	11928	1.0000	1491	120	8	1.000	1.000	3161
