проверка3	5001	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0001	1.1488	1.0000	1.4132			0,0.000e+0	18.610756,1000.000000,257.884114,200.000000,18.484364,1000.000000,236.445821,200.000000	11.752985,600.000000,175.682816,120.000000,11.727140,600.000000,148.613643,120.000000
проверка3	5002	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9996	0.9031	0.9989	1.3164			0,0.000e+0	21.718428,1000.000000,228.017535,200.000000,22.069940,1000.000000,244.874062,200.000000	13.550255,600.000000,137.870265,120.000000,14.214332,600.000000,105.177355,120.000000
проверка3	5003	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0000	0.8567	1.0000	1.7975			0,0.000e+0	18.701810,1000.000000,219.389000,200.000000,18.711248,1000.000000,245.558414,200.000000	11.236763,600.000000,186.381813,120.000000,11.263408,600.000000,142.661629,120.000000
проверка3	5004	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9989	0.9794	1.0003	0.8708			0,0.000e+0	18.792331,1000.000000,224.707486,200.000000,19.899839,1000.000000,228.359988,200.000000	11.783729,600.000000,141.700176,120.000000,11.616269,600.000000,154.554375,120.000000
проверка3	5005	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0010	0.6668	0.9988	1.0869			0,0.000e+0	18.441711,1000.000000,256.971360,200.000000,17.496474,1000.000000,305.299403,200.000000	10.241086,600.000000,133.958145,120.000000,10.960174,600.000000,124.640564,120.000000
проверка3	5006	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9999	0.8663	1.0003	1.3953			0,0.000e+0	20.751282,1000.000000,223.481637,200.000000,20.812320,1000.000000,247.343227,200.000000	11.804503,600.000000,150.544525,120.000000,11.614546,600.000000,114.712223,120.000000
проверка3	5007	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0002	0.5066	0.9992	1.6181			0,0.000e+0	20.379647,1000.000000,273.266938,200.000000,20.138470,1000.000000,336.781440,200.000000	12.146252,600.000000,185.062909,120.000000,12.607625,600.000000,150.363995,120.000000
проверка3	5008	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0007	0.8913	0.9995	1.2863			0,0.000e+0	21.074868,1000.000000,247.633015,200.000000,20.372033,1000.000000,264.412717,200.000000	11.908019,600.000000,158.149731,120.000000,12.217682,600.000000,134.374429,120.000000
проверка3	5009	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	0.9992	0.8505	1.0011	0.7697			0,0.000e+0	18.734409,1000.000000,255.831085,200.000000,19.552621,1000.000000,277.681317,200.000000	11.611078,600.000000,132.880387,120.000000,10.933089,600.000000,157.827418,120.000000
проверка3	5010	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0001	0.6845	1.0001	0.9074			0,0.000e+0	20.568300,1000.000000,230.753740,200.000000,20.516039,1000.000000,284.789582,200.000000	12.483726,600.000000,131.728932,120.000000,12.402209,600.000000,141.867867,120.000000
проверка3	5011	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0000	1.7282	0.9994	1.2328			0,0.000e+0	19.705855,1000.000000,322.811191,200.000000,19.682295,1000.000000,265.142450,200.000000	11.543042,600.000000,152.913741,120.000000,11.895920,600.000000,132.364632,120.000000
проверка3	5012	NaN	NaN	NaN	NaN	NaN	NaN	NaN,NaN,NaN,NaN	NaN	NaN	NaN	1.0013	0.7333	0.9989	0.8579			0,0.000e+0	18.551506,1000.000000,193.488709,200.000000,17.221400,1000.000000,249.100070,200.000000	10.540900,600.000000,123.378399,120.000000,11.202781,600.000000,140.121304,120.000000
