HOLD=0	1701	0.863	0.267	0.975	0.003	0.096	0.001	2.389	2.319	0.983	5.94e-18	3.76e-23	8
HOLD=2	1701	0.995	0.780	0.825	1.975	0.590	0.106	1.165	2.569	0.989	6.22e-14	2.07e-14	8
HOLD=2	1702	1.018	0.998	0.930	0.859	0.730	0.301	3.895	2.519	0.974	1.10e-2	1.01e-2	8
HOLD=0	1702	0.984	0.174	0.999	0.002	0.072	0.000	1.381	2.618	0.978	8.16e-24	1.86e-76	8
HOLD=0	1703	0.971	0.161	0.920	-0.001	0.055	0.000	0.966	2.432	0.988	1.34e-22	9.57e-105	8
HOLD=2	1703	0.959	0.916	0.976	0.405	0.564	0.272	1.184	2.503	0.994	1.20e-4	7.95e-5	8
HOLD=0	1704	0.965	0.317	0.823	-0.011	0.026	0.000	1.702	2.547	0.993	1.23e-60	3.37e-60	4
HOLD=2	1704	0.933	0.779	0.802	-0.478	0.310	0.036	1.072	2.589	0.987	3.71e-17	1.84e-17	8
HOLD=2	1705	0.971	0.858	0.992	0.719	0.769	0.360	1.006	2.504	0.998	4.01e-3	2.95e-4	8
HOLD=0	1706	0.956	0.128	0.877	0.003	0.056	0.000	0.937	2.476	0.989	1.29e-23	4.04e-101	8
HOLD=0	1705	0.972	0.184	0.937	0.021	0.097	0.001	0.777	2.721	0.992	4.12e-17	1.54e-111	8
HOLD=2	1706	0.972	0.485	0.895	0.201	0.576	0.110	1.458	2.737	0.996	4.34e-2	2.28e-2	8
HOLD=2	1707	0.923	0.502	0.899	0.698	0.678	0.106	27.862	2.816	0.994	2.73e-22	1.90e-23	8
HOLD=0	1708	0.978	0.243	0.980	0.003	0.068	0.001	1.018	2.777	0.987	3.83e-12	3.39e-11	8
HOLD=0	1707	1.018	0.123	0.919	-0.062	0.053	0.000	0.987	2.708	0.993	6.02e-27	3.03e-32	8
HOLD=2	1708	0.903	1.743	0.945	0.455	0.606	0.252	0.948	2.341	0.990	5.95e-9	5.88e-10	8
HOLD=0	1709	0.838	-0.375	0.748	0.004	0.075	0.000	1.319	2.309	0.986	2.42e-104	8.51e-155	5
HOLD=2	1709	0.977	0.686	0.890	3.278	0.661	0.244	1.325	2.441	0.996	8.13e-14	6.46e-16	8
HOLD=0	1710	0.915	0.150	0.994	0.002	0.057	0.000	0.712	2.487	0.993	1.55e-18	2.03e-118	8
HOLD=2	1710	0.985	0.962	0.858	0.684	0.477	0.157	0.988	2.360	0.969	7.84e-4	5.83e-4	8
HOLD=0	1711	0.936	0.143	0.660	-0.001	0.041	0.000	1.341	2.757	0.992	2.89e-25	5.26e-29	8
HOLD=0	1712	1.022	0.323	0.985	0.020	0.133	0.002	1.332	2.727	0.995	1.71e-20	1.98e-21	8
HOLD=2	1711	0.927	0.789	0.552	0.591	0.501	0.316	1.027	2.342	0.992	5.84e-3	2.58e-3	8
HOLD=2	1712	1.005	0.979	0.972	0.871	0.731	0.471	1.269	2.581	0.987	2.40e-1	1.50e+0	8
